epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,6587.5,0.22212,0.14124,0.81807,0.99236,0.99548,0.99493,0.98143,0.21522,0.11259,0.79039,2.96546e-05,2.96546e-05,2.96546e-05
184,6623.62,0.22068,0.14318,0.81762,0.9925,0.99525,0.99493,0.9815,0.21473,0.11368,0.79011,2.75441e-05,2.75441e-05,2.75441e-05
185,6659.59,0.22423,0.142,0.82071,0.9926,0.99459,0.99492,0.98168,0.21477,0.11466,0.79017,2.55513e-05,2.55513e-05,2.55513e-05
186,6695.95,0.21961,0.13945,0.8161,0.99237,0.9937,0.9949,0.98133,0.21502,0.11468,0.79001,2.36769e-05,2.36769e-05,2.36769e-05
187,6732.27,0.22217,0.13972,0.81617,0.9928,0.99376,0.9949,0.98141,0.21498,0.11442,0.79028,2.19212e-05,2.19212e-05,2.19212e-05
188,6768.43,0.21834,0.14153,0.8158,0.99304,0.99379,0.9949,0.98171,0.21388,0.11397,0.79008,2.02847e-05,2.02847e-05,2.02847e-05
189,6804.48,0.22135,0.14382,0.81485,0.99291,0.99386,0.9949,0.98142,0.21383,0.11439,0.79,1.87678e-05,1.87678e-05,1.87678e-05
190,6840.7,0.22219,0.14208,0.81819,0.99259,0.99381,0.99488,0.98156,0.21377,0.1143,0.78998,1.73709e-05,1.73709e-05,1.73709e-05
191,6878.51,0.18557,0.10686,0.78396,0.99275,0.99349,0.99486,0.98155,0.21498,0.11642,0.79007,1.60943e-05,1.60943e-05,1.60943e-05
192,6914.73,0.18477,0.10737,0.78783,0.99249,0.99489,0.99484,0.98086,0.21594,0.11614,0.79015,1.49383e-05,1.49383e-05,1.49383e-05
193,6950.45,0.18566,0.1066,0.78405,0.99226,0.99512,0.99484,0.9811,0.21664,0.11656,0.7902,1.39032e-05,1.39032e-05,1.39032e-05
194,6985.71,0.18475,0.10605,0.78848,0.9921,0.99527,0.99486,0.98143,0.21723,0.11662,0.79044,1.29893e-05,1.29893e-05,1.29893e-05
195,7019.96,0.18295,0.10556,0.78478,0.99204,0.99534,0.99486,0.98148,0.21723,0.11697,0.79012,1.21968e-05,1.21968e-05,1.21968e-05
196,7052.77,0.1852,0.10683,0.78856,0.99207,0.99545,0.99486,0.9815,0.21695,0.11698,0.79003,1.15259e-05,1.15259e-05,1.15259e-05
197,7085.92,0.18439,0.10661,0.78778,0.99206,0.99558,0.99488,0.98177,0.21677,0.11738,0.78998,1.09768e-05,1.09768e-05,1.09768e-05
198,7118.63,0.18567,0.10707,0.78411,0.99206,0.99572,0.99488,0.98166,0.21671,0.11707,0.79016,1.05495e-05,1.05495e-05,1.05495e-05
199,7151.74,0.18377,0.10748,0.7876,0.99202,0.99589,0.9949,0.98186,0.2163,0.11662,0.79027,1.02443e-05,1.02443e-05,1.02443e-05
200,7184.59,0.18378,0.10607,0.78712,0.99182,0.99599,0.9949,0.98159,0.21609,0.11557,0.79019,1.00611e-05,1.00611e-05,1.00611e-05
